Title,Director,Cast,Genre,Notes
Ghar Ki Shobha,Harshadrai Sakerlal Mehta Ramesh Saigal,"Karan Dewan, Swarnalata, Yashodhra Katju, Dixit, Jagdish Sethi, Fazlu","Family, Drama","Music: Allah Rakha
Lyrics: Roopbani"
Hamrahi,Bimal Roy,"Maya Basu, Radhamohan Bhattacharya, Tulsi Chakraborty, Binata Basu, Devbala, Hiralal, Manorama, Ramesh Sinha",Social,"Music: R. C. Boral
Lyrics: Zaakir Hussain"
Insaan,Babubhai Jani,"Kishore Sahu, Shobhana Samarth, Pahari Sanyal, David, Maya Banerjee, Krishna Chandra Dey, Nand Kishore",Social,"Music: Gyan Dutt
Lyrics: Pandit Indra"
Irada,M. Shamsuddin,"Dhiraj Bhattacharya, Patience Cooper, Shaida Keoravi, Purnima, Shyam Laha, Pushpa Rani",Social,"Music: Pandit Amarnath
Lyrics: Aziz Kashmiri"
Ismat,Sibtain Fazli,"Mehtab, Nargis, Nandrekar, Pratima Devi, Bhudo Advani, Irshad Ghory, Jani Babu",Social,"Music: Pandit Govardhan Prasad
Lyrics: Shams Lakhnavi"
Jadui Kismat,A. M. Khan,"Shanta Patel, Shiraz, Mehar Bano, Nawaz, Anwaribai, Sultan Baba",Action,"Music: Behram Irani
Lyrics: Ehsan Rizvi"
Jeevan,M. Sadiq,"Mehtab, Wasti, Nirmala Devi, Badri Prasad, Misra, Shyam Kumar",Social,"Music: Naushad
Lyrics: D. N. Madhok, Mahir Ul Qadri"
Jwar Bhata,Amiya Chakravarty,"Dilip Kumar, Mridula Rani, Shamim Bano, Agha, Bikram Kapoor, K. N. Singh, Khalil, Mumtaz Ali",Drama,"Debut of Dilip Kumar. Music: Anil Biswas
Lyrics: Narendra Sharma"
Kadambari,Nandlal Jaswantlal,"Vanmala, Shanta Apte, Pahari Sanyal, Harish, Jeevan, Jagdish Sethi",Costume,"Music: Hari Prasanna Das
Lyrics: Miss Kamal"
Kaliyan,Kidar Sharma,"Motilal, Leela Desai, Ramola, Amarnath, Sulochana Chatterjee, Leela Mishra, Rajinder Singh",Social,"Music: G.A. Chishti
Lyrics: Kidar Sharma"
Kavita,"K. J. Parmar, Mahesh Chander","Ratnamala, Umakant, Jeevan, Kanta Kumari, Badri Prasad, Athavale",Social,"Music: Shankar Rao Vyas
Lyrics: Ramesh Gupta"
Kiran,Gajanan Jagirdar,"Ashok Kumar, Leela Chitnis, Jagirdar, Kanhaiyalal, Kusum Deshpande, Rama Shukal, Rajkumari Shukla, Nand Kishore",Social,"Music: Ninu Majumdar
Lyrics:"
Kismatwala,Nanubhai Vakil,"Prakash, Urmila, Navin Yagnik, Himalayawala, Vatsala Kumtekar, Narmada Shankar, Geeta Sardesai",Action,"Music: Shanti Kumar, Master Ratanlal
Lyrics: Shams Lakhnavi"
Krishna Bhakta Bodana,JBH Wadia,"Sheikh Mukhtar, Ranjit Kumari, Gope, Badri Prasad, Meera, Rani Premlata, Gulab, S.B. Nayampalli",Devotional,"Music: Avinash Vyas, Shankar Rao Vyas
Lyrics: Pandit Indra"
Lal Haveli,K.B. Lall,"Noor Jehan, Surendra, Yakub, Ulhas, Baby Meena Kumari, Maya Bannerjee, Kanhaiyalal, Vatsala Kumtekar, Ghory, Badri Prasad","Social, Family, Drama","Music: Mir Saheb
Lyrics: Shams Lucknavi"
Lady Doctor,Wali Saheb,"Mumtaz Shanti, Sajjan, Ulhas, Mubarak, Maya Bannerjee, David, Nandrekar",Social,"Music:
Lyrics: Wali Saheb"
Laheri Badmash,Nari Ghadiali,"Husnara, Yusuf Effendi, Bibijan, Mannan, Putlibai, Mohammed Hussain, Mohammed Sandow",Action,"Music: Avinash Vyas
Lyrics: Sadiq Lakhnavi"
Laheri Cameraman,Nari Ghadiali,"Benjamin, Shantarin, Agha, Bibijan, Nazira, Sadiq, Munchi Tuthi",Action,"Music: K. Narayana Rao
Lyrics: Waheed Qureshi"
Lalkar,Jayant Desai,"Ramola, Ishwarlal, Maya Bannerjee, Mubarak",Social,"Music: C. Ramchandra
Lyrics: Pandit Madhur"
Lieutenant,Nari Ghadiali,"Sharda, Benjamin, Bibijan, Sandow, Nazira, Putlibai, Shahzadi",Action,"Music:
Lyrics: Mustafa"
Maa Baap,V. M. Vyas,"Veena, Nazir, Yakub, Majeed, Amirbai Karnataki, Dixit, Jagdish, Rajkumari Shukla","Social, Family, Drama","Music: Allah Rakha
Lyrics: Roopbani"
Mahakavi Kalidas,Sudhir Sen,"Vanmala, Ulhas, Snehprabha, Leela Mishra, Sunalini Devi, Mirchandani, Bhagwati Prasad Mishra","Drama, Historical, Musical","Music: Palsekar
Lyrics: Rammurti Chaturvedi"
Maharathi Karna,Bhalji Pendharkar,"Prithviraj Kapoor, Swarnalata, Durga Khote, Shahu Modak, Kamalakar Torne, K. N. Singh, Nimbalkar, Vasantrao Pehalwan","Action, Adventure, Drama, War","Music: Datta Korgaonkar
Lyrics: Pandit Shivkumar"
Mali,V. Shantaram,"Mahipal, Nana Palsikar, Amirbai Karnataki",Devotional,"Music: Master Krishnarao
Lyrics: Deewan Sharar, Ratan Piya, Bekal, Mahipal"
Man Ki Jeet,Wahid-ud-din Zia-ud-din Ahmed (W. Z. Ahmed),"Nina, Shyam, Tiwari, Rajkumari Shukla, Prakash, Saroj Borkar, Gulab",Social,"Music: S. K. Pal
Lyrics: Josh Malihabadi, Bharat Vyas"
Manorama,Jayant Desai,"Ishwarlal, Leela Chitnis, Maya Banerjee, Mubarak, Noor Mohammad Charlie, Alaknanda, Naseem Jr.",Social,"Music: C. Ramchandra
Lyrics: Anjum Pilibhiti"
Mauji Jeevan,Poonawala,"Sulochana Chatterjee, Harishchandra, Nazira, Ghory, Bibijan, Dalpat, Habib, Devaskar",Action,"Music: Gulshan Sufi
Lyrics: Baba Paagal"
Maya Nagari,Dhirubhai Desai,"Prakash, Rajkumari, Yashwant Dave, Shahzadi, Samson, Fazlu",Fantasy,"Music: Veer Singh
Lyrics:"
Meena,Phani Majumdar,"Hansa Wadkar, Vasanti, Dixit, Shashi Kapoor, Shakir, Ratan Piya",Social,"Music: Hari Prasanna Das
Lyrics: Pandit Phani"
Meri Bahen a.k.a. My Sister,Hemchandra Chunder,"K. L. Saigal, Tulsi Chakraborty, Chandrabati Devi, Sumitra Devi, Nawab, Akhtar Jehan, Hiralal, Tandon","Family, Social","Music: Pankaj Mullick
Lyrics: Pandit Bhushan"
Miss Devi,C. M. Trivedi,"Surendra, Leela Desai, Nazir, Moni Chatterjee, Jagdish, Agha",Social,"Music: Ashok Ghosh
Lyrics:"
Mujrim,Nitin Bose,"Motilal, Leela Desai, Yakub, Jagdish Sethi, Veena, Sunalini Devi, S. Nazir, Cuckoo",Social,"Music: Gyan Prakash Ghosh
Lyrics: Rammurti Chaturvedi, Kailash Matwala"
Mumtaz Mahal,Kidar Nath Sharma,"Khursheed Bano, Chandra Mohan, Yakub, Madhubala, Sulochana Chatterjee, Brijmala, Rajinder Singh","Historical, Romance","Music: Khemchand Prakash
Lyrics: Wali Saheb"
O Panchhi,Zahur Raja,"Zahur Raja, Radharani, Durrani, Mumtaz, Kalyani Das, Ghory, Durrani, Arif, Motibai",Social,"Music: V. A. Balsara
Lyrics:"
Pagli Duniya,Aspi Irani,"Mumtaz Shanti, Motilal, Sheikh Mukhtar, Pratima Devi, Kanhaiyalal, Kesri",Social,"Music: Bulo C. Rani
Lyrics: Swami Ramanand Saraswati, Pandit Indra, Wali Sahab, B. R. Sharma"
Panchhi,Barkat Mehra,"Manorama, Radha, Zahur Raja, Ajmal, Hari Shivdasani, Ghulam Qadir",Social,"Music: Pandit Amarnath
Lyrics: Manohar Sehrai, Akhtar Chughtai"
Panna,Najam Naqvi,"Geeta Nizami, P. Jairaj, David, Raja Paranjpe, Kusum Deshpande","Drama, War","Music: Amir Ali
Lyrics: Wali Sahab"
Parakh,Sohrab Modi,"Mehtab, Balwant Singh, Latika, Yakub, Kaushalya, Shah Nawaz, Pratima Devi, Sadiq Ali","Social, Drama","Music: Khurshid Anwar, Saraswati Devi
Lyrics: Gafil Harnalvi, Arzu Lakhnavi, Pandit Sudarshan"
Parbat Pe Apna Dera,V. Shantaram,"Vanamala, Ulhas, Madan Mohan, Kanta Kumari, Shantarin, Kamal, Baby Nalini",Romance,"Music: Vasant Desai
Lyrics: Deewan Sharar"
Paristan,Mahesh Kaul,"Pahari Sanyal, Anjali Devi, Kamal Zamindar, Sunalini Devi, Moni Chatterjee, Padma Bannerjee, Ranjit Kumari, Anwaribai",Fantasy,"Music: Ninu Majumdar
Lyrics: Roopdas and Ninu Majumdar"
Pattharon Ka Saudagar,Shorey Daulatvi,"Paresh Bannerjee, Sheela, Meena Shorey, Al Nisar, K. N. Singh, Sankatha Prasad, Jilloobai, Abu Bakar",,"Music: Mir Sahib
Lyrics: Gafil Harnalvi, Pandit Sudarshan"
Pehle Aap,Abdul Rashid Kardar,"Wasti, Shamim, Chandabai, Dixit, Jeevan, Vidya, Anwar Hussain",,"Music: Naushad
Lyrics: D. N. Madhok"
Police,Shanti Kumar,"Prem Adib, Ratnamala, Ranjana, Shah Nawaz, Jeevan",Social,"Music: Pannalal Ghosh
Lyrics: Ramesh Gupta"
Qatil,K. L. Khan,"E. Billimoria, Shantarin, Baburao, Dilawar, Asharani, Razi, Mannan, Badri Prasad, Fazlu",Action,"Music: K. Narayana Rao
Lyrics: Shewan Rizvi"
Rajkumar,Phani Majumdar,"Chetan Anand, Nargis",,"Music:
Lyrics:"
Ramshastri,"Vishram Bedekar, Gajanan Jagirdar","Master Vithal, Gajanan Jagirdar, Anant Marathe, Shakuntala Paranjpye, Shanta Apte, Minakshi, Lalita Pawar, Madhu Apte, Hansa Wadkar","Biopic, Drama","Music: G. Damle
Lyrics: Qamar Jalalabadi"
Rangile Dost,Ramanlal Desai,"Benjamin, Sulochana Chatterjee, Agha, Rekha, Munshi Khanjar, Sadiq Ali, Bibijan",Action,"Music: Ninu Majumdar
Lyrics: A. G. Badar"
Rattan,M. Sadiq,"Karan Dewan, Swarnlata, Amir Banu, Wasti, Chandabai, Manju, Rajkumari Shukla, Badri Prasad, Gulab, Azurie","Social, Romance","Music: Naushad
Lyrics: D. N. Madhok"
Raunaq,Dwarka Khosla,"Motilal, Chandra Mohan, Chandraprabha, Noor Mohammed Charlie",Social,"Music: C. Ramchandra
Lyrics: I. C. Kapoor"
Sandhi,Apurba Kumar Mitra,"Jamuna Devi, Manorama, Ahindra Choudhury, Bipin Gupta, Ranjit Roy, Devbala, Biman Bandyopadhyay, Hiralal, Mrinalkanti Ghosh",Social,"It won three BFJA Awards: Best Film, Best Music Director and Best Screenplay in 1945. Music: Anil Bagchi Lyrics: Pt. Narottam Vyas"
Shahenshah Babar,Wajahat Mirza,"Khurshid, Sheikh Mukhtar, Yakub, Agha Jan, Anwari, Sulochana Chatterjee",Historical,"Music: Khemchad Prakash Lyrics: Shams Lakhnavi, Munshi Aziz, Pandit Indra"
Shararat,Kishore Sahu,"Kishore Sahu, Protima Dasgupta, Maya Bannerjee, Ramesh Gupta, Moni Chatterjee, Sushil Sahu, Gulab",Social,"Music: S. N. Tripathi, Khan Mastana
Lyrics: Rammurti Chaturvedi, A Karim, Ambikesh Kuntal"
Shukriya,Harnam Singh Rawail,"Amar, Ramola, Zahur Shah, Manorama, Sunder",Social,"Music: G.A. Chishti
Lyrics: Shanti Swaroop Madhukar, G A Chishti"
Stunt King,Keshav Talpade,"John Cawas, Khurshid Jr., Kamala, Dalpat, S. Nazir, Boman Shroff, Putlibai, Agha Jan",Action,"Music: Afzal Lahori
Lyrics: Azm Wazidpuri"
Subah Shyam,P.C. Barua,"P.C. Barua, Jamuna, Tulsi Chakraborty, Devbala, Indu Mukherjee, Ramesh Sinha, Munir, Ravikant","Social, Drama","Music: Subal Dasgupta
Lyrics: Faiyyaz Hashmi, Munir Lakhnavi"
Suno Sunata Hoon,Raj Kumar,"Vanmala, Ulhas, K. C. Dey, Mirza Musharraf, Chandabai, N. A. Ansari",Social,Music: K. C. Dey Lyrics: Rashid Gorakhpuri
Swarna Bhoomi,Bhalji Pendharkar,"Leela, Chandrakant Desai, Swarnalata, Ashalata Kashmiri, Sudha Apte, Nandrekar",Social,"Music: Pandit Tripathi
Lyrics: Saraswati Kumar Deepak"
Taqrar,Hemen Gupta,"Motilal, Jamuna, Molina, Nawab, Tulsi Chakrabarty, Devbala, Iftekhar, Tandon","Family, Social","Music: Sachin Das
Lyrics: Azad, Shanti Swaroop Madhukar"
Taxi Driver,S. M. Raza,"Sulochana Chatterjee, Dilawar, Rekha Pawar, Baburao, Agha, Shobha, Arvind Kumar, Nazira",Action,"Music: Khan Mastana
Lyrics: Shewan Rizvi"
Umang,K. M. Multani,"Motilal, Chandra Prabha, Sunalini Devi, E. Billimoria, Tara Harish, Sheikh, Geeta Sardesai",Social,"Music: Firoz Nizami
Lyrics: Ratan Piya, Sharma"
Uss Paar,Chimanlal Luhar,"Ishwarlal, Swarnalata, Chandra Mohan, Sulochana Chatterjee, Kanhaiyalal, Noor Mohammed Charlie",Drama,"Music: Firoz Nizami
Lyrics: Pandit Madhur"
